MOLENAME;TherapeuticIndication;TargetedRT;TargetedMZ;DrugPoolNumbers;EstimatedColonConcentrationMaier2018uM;SMILES;STATUS;TradeName;cas;iupacName;molArea;molCACO2;molFormula;molHALFLIFE;molHERG;molLD50;molLogP;molLogS;molPAINS;molPAMPA;molPGPINHIB;molPGPSUBST;molPSA;molVolume;molWeight;name;ref;salt_name;salt_smiles;smiles;source;Number_of_aliphatic_carboxylic_acids;Number_of_aliphatic_hydroxyl_groups;Number_of_aliphatic_hydroxyl_groups_excluding_tert_OH;Number_of_N_functional_groups_attached_to_aromatics;Number_of_Aromatic_carboxylic_acide;Number_of_aromatic_nitrogens;Number_of_aromatic_amines;Number_of_aromatic_hydroxyl_groups;Number_of_carboxylic_acids;Number_of_carboxylic_acids2;Number_of_carbonyl_O;Number_of_carbonyl_O__excluding_COOH;Number_of_thiocarbonyl;Number_of_C_OH_CCN_Ctert_alkyl_or_C_OH_CCNcyclic;Number_of_Imines;Number_of_Tertiary_amines;Number_of_Secondary_amines;Number_of_Primary_amines;Number_of_hydroxylamine_groups;Number_of_XCCNR_groups;Number_of_tert_alicyclic_amines;Number_of_H_pyrrole_nitrogens;Number_of_thiol_groups;Number_of_aldehydes;Number_of_alkyl_carbamates__subject_to_hydrolysis_;Number_of_alkyl_halides;Number_of_allylic_oxidation_sites_excluding_steroid_dienone;Number_of_amides;Number_of_amidine_groups;Number_of_anilines;Number_of_aryl_methyl_sites_for_hydroxylation;Number_of_azide_groups;Number_of_azo_groups;Number_of_barbiturate_groups;Number_of_benzene_rings;Number_of_benzodiazepines_with_no_additional_fused_rings;Bicyclic;Number_of_diazo_groups;Number_of_dihydropyridines;Number_of_epoxide_rings;Number_of_esters;Number_of_ether_oxygens__including_phenoxy_;Number_of_furan_rings;Number_of_guanidine_groups;Number_of_halogens;Number_of_hydrazine_groups;Number_of_hydrazone_groups;Number_of_imidazole_rings;Number_of_imide_groups;Number_of_isocyanates;Number_of_isothiocyanates;Number_of_ketones;Number_of_ketones_excluding_diaryl;Number_of_beta_lactams;Number_of_cyclic_esters__lactones_;Number_of_methoxy_groups__OCH3;Number_of_morpholine_rings;Number_of_nitriles;Number_of_nitro_groups;Number_of_nitro_benzene_ring_substituents;Number_of_non_ortho_nitro_benzene_ring_substituents;Number_of_nitroso_groups__excluding_NO2;Number_of_oxazole_rings;Number_of_oxime_groups;Number_of_para_hydroxylation_sites;Number_of_phenols;Number_of_phenolic_OH_excluding_ortho;Number_of_phosphoric_acid_groups;Number_of_phosphoric_ester_groups;Number_of_piperdine_rings;Number_of_piperzine_rings;Number_of_primary_amides;Number_of_primary_sulfonamides;Number_of_pyridine_rings;Number_of_quarternary_nitrogens;Number_of_thioether;Number_of_sulfonamides;Number_of_sulfone_groups;Number_of_terminal_acetylenes;Number_of_tetrazole_rings;Number_of_thiazole_rings;Number_of_thiocyanates;Number_of_thiophene_rings;Number_of_unbranched_alkanes_of_at_least_4_members;Number_of_urea_groups
KETOTIFEN FUMARATE;antiasthmatic;2.38;309.118736;5  11  15  20;NaN;CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1;USAN, INN, BAN, JAN;ZADITOR;34580-14-8, 34580-13-7 [ketotifen];;334.905129;-4.88;C19H19NOS;3.24;0.27;165.06;4.223423;-3.775861;0.03;-5.04;0;0;17.881925;340.289342;309.118735;Ketotifen;;maleate;C(=CC(O)=O)C(O)=O;CN1CCC(CC1)=C1c2ccccc2CC(c2c1ccs2)=O;"synthetic; HC-20511";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
LABETALOL;adrenergic blocker;2.4;328.178693;3   4  16  17;NaN;CC(CCc1ccccc1)[NH2+]CC(O)c1ccc(O)c(C(N)=O)c1;USP, INN, BAN, JAN;NORMODYNE;32780-64-6, 36894-69-6 [labetalol];2-hydroxy-5-(1-hydroxy-2-(1-methyl-3-phenyl-propylamino)-ethyl)-benzamide;382.822567;-5.13;C19H25N2O3;1.67;0.43;125.82;0.610612;-4.473669;0.07;-5.12;0.07;0.15;77.995629;323.951059;329.186518;Labetalol;;chloride;[Cl-];CC(CCc1ccccc1)[N+]CC(c1ccc(c(c1)C(N)=O)O)O;"synthetic; Sch-15719W, AH-5158A";0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
LAMOTRIGINE;anticonvulsant;1.9;255.007851;4   7  17  19;NaN;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1;USAN, INN, BAN;LAMICTAL;84057-84-1;6-(2,3-dichloro-phenyl)-1,2,4-triazine-3,5-diamine;227.534791;-4.84;C9H7Cl2N5;18.19;0.15;220.01;1.951133;-4.490719;0.14;-4.64;0;0;73.59856;183.10628;255.007851;Lamotrigine;;;;c1cc(c(c(c1)[Cl])[Cl])c1c(N)nc(N)nn1;"synthetic; BW-430C";0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LETROZOLE;antineoplastic;3.22;285.101445;3   4  13  14;NaN;N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1;USP, INN, BAN;FEMARA;112809-51-5;4-((4-cyano-phenyl)-(1H-1,2,4-triazol-1-yl)-methyl)-benzonitrile;305.463371;-4.83;C17H11N5;4.11;0.11;350.56;2.505421;-5.410283;0.24;-5.12;0.01;0;58.480683;290.666431;285.101445;Letrozole;"J Steroid Biochem Mol Biol 37:1021 (1990); 44:687 (1993); Cancer 75:2132 (1995)";;;C(c1ccc(cc1)C(c1ccc(C#N)cc1)n1cncn1)#N;synthetic;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEVAMISOLE;immunomodulator;1.31;204.07212;9  13  16  21;NaN;c1ccc(C2CN3CCSC3=N2)cc1;USP, INN, BAN;ERGAMISOL;16595-80-5, 14769-73-4 [levamisole];7-phenyl-4-thia-1,6-diaza-bicyclo[3.3.0]oct-5-ene;228.267455;-4.75;C11H12N2S;0.86;0;94.77;2.544129;-2.271288;0;-4.94;0;0;14.134249;195.965929;204.072119;Levamisole;;chloride;[Cl-];C1CSC2=N[C@H](CN12)c1ccccc1;"synthetic; R-12564";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
LEVONORGESTREL;progestin;4.46;312.20893;9  13  15  19;NaN;C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC;USP, INN, BAN;MIRENA;797-63-7;;359.900751;-4.78;C21H28O2;5.05;0.31;112.78;4.229326;-3.939568;0.06;-4.64;0.02;0.01;29.374284;392.906516;312.20893;SCHEMBL14360765;;;;[H][C@@]12CCC(C=C2CCC2C3CC[C@@](C#C)([C@@]3(CC)CCC12)O)=O;"synthetic;WY-5104";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LINAGLIPTIN;dipeptidypeptidase inhibitor, antidiabetic;0;472.233522;7  11  16  21;NaN;CC#CCn1c(N2CCCC([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;USAN, INN;TRADJENTA;668270-12-0;;487.769983;-5.02;C25H29N8O2;0.62;0.57;166.47;3.243508;-2.902424;0.2;-4.99;0.02;0.13;85.47155;494.078558;473.241347;Linagliptin;"J Med Chem 50:6450 (2007); J Pharm Pharmacol 61:55 (2009); Drug Metab Disp 38:667 (2010)";;;CC#CCn1c2C(N(Cc3nc(C)c4ccccc4n3)C(N(C)c2nc1N1CCC[C@H](C1)[N+])=O)=O;"synthetic; BI-1356";0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
LOFEXIDINE ;antihypertensive;1.93;258.032669;7  11  15  18;NaN;CC(Oc1c(Cl)cccc1Cl)C1=[NH+]CCN1;USAN, INN, BAN;BRITLOFEX;21498-08-8;2-(1-(2,6-dichloro-phenoxy)-ethyl)-4,5-dihydro-1H-imidazole;276.580814;-4.56;C11H13Cl2N2O;6.77;0.23;225.01;2.0816;-3.075931;0.04;-4.79;0.01;0.03;29.315807;226.034756;259.040493;Lofexidine;"J Pharmacol 8:351 (1977); Biochem Pharmacol 28:141 (1979); Arzneim Forsch 32:915, 955 (1982)";chloride;[Cl-];CC(C1NCC[N+]=1)Oc1c(cccc1[Cl])[Cl];"synthetic;MDL-14042";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOPERAMIDE;Ca channel blocker;3.46;476.223056;7  10  15  19;NaN;CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1;USP, INN, BAN, JAN;IMODIUM;34552-83-5, 53179-11-6 [loperamide];4-(4-(4-chloro-phenyl)-4-hydroxy-piperidin-1-yl)-1-dimethylamino-2,2-diphenyl-butan-1-one;543.499679;-4.73;C29H34ClN2O2;2.76;0.88;197.45;4.716632;-5.74603;0.31;-4.69;0.09;0.11;34.512452;500.971939;477.230881;Loperamide;;chloride;[Cl-];CN(C)C(C(CC[N+]1CCC(CC1)(c1ccc(cc1)[Cl])O)(c1ccccc1)c1ccccc1)=O;"synthetic; R-18553";0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
LOSARTAN;antihypertensive, AT1 angiotensin II antagonist;4.02;422.162187;11  14  19  20;236.4506618;CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1;USAN, INN, BAN;COZAAR;124750-99-8, 114798-26-4 [losartan];(2-butyl-5-chloro-3-(4-(2-(1H-1,2,3,4-tetraazol-5-yl)-phenyl)-benzyl)-3H-imidazol-4-yl)-methanol;452.122791;-5.38;C22H22ClN6O;5.09;0.52;610.62;4.847817;-5.757363;0.31;-5.01;0.03;0.01;76.19563;397.974918;421.154362;Losartan;"Lancet 349:747 (1997); J Clin Hypertens 3:283 (2001); N Engl J Med 345:861 (2001)";;;CCCCc1nc(c(CO)n1Cc1ccc(cc1)c1ccccc1C1[N-]N=NN=1)[Cl];"synthetic; DuP-753";0;1;1;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
LOVASTATIN;antihyperlipidemic, HMGCoA reductase inhibitor;5.08;404.256295;11  13  19  21;NaN;CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21;USP, INN, BAN;MEVACOR;75330-75-5;10-(2-(4-hydroxy-6-oxo-tetrahydro-2H-pyran-2-yl)-ethyl)-4,9-dimethyl-bicyclo[4.4.0]deca-5,7-dien-2-yl 2-methyl-butanoate;481.924773;-4.98;C24H36O5;5.11;0.21;16.07;3.790404;-5.007384;0.26;-4.76;0.06;0.15;56.731806;458.273374;404.256274;Lovastatin;"PNAS 77:3957 (1980); Int J Oncol 12:717 (1998)";;;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12;"Aspergillus spp; mevinolin";0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOXAPINE SUCCINATE;antipsychotic;1.2;327.11384;5  10  15  18;NaN;C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccc(Cl)cc32)CC1;USP;LOXAPINE;27833-64-3, 1977-10-2 [loxapine];;363.181523;-4.68;C18H20ClN3O;27.09;0.69;223.93;2.72089;-3.451259;0.09;-4.71;0.01;0.03;21.738463;326.610753;329.12949;Loxapine;;succinate;C(CC([O-])=O)C([O-])=O;C[N+]1CCN(CC1)C1c2cc(ccc2Oc2ccccc2[N+]=1)[Cl];"synthetic; CL-71563";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
MEBENDAZOLE;anthelmintic;3.61;295.095692;7  10  14  21;1106.218502;COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1;USP, INN, BAN, JAN;VERMOX;31431-39-7;methoxy-(4-(phenyl-formyl)-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4,7-tetraen-8-ylamino)-methanone;300.740391;-4.93;C16H13N3O3;1.19;0;667.71;2.876281;-4.786015;0.27;-4.22;0;0;65.994679;281.938499;295.095691;Mebendazole;;;;COC(Nc1nc2cc(ccc2[nH]1)C(c1ccccc1)=O)=O;synthetic;0;0;0;0;0;2;1;0;0;0;2;2;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MEBHYDROLIN NAPHTHALENESULFONATE;H1 antihistamine;2.78;276.162648;1   7   8  20;NaN;C[NH+]1CCc2c(c3ccccc3n2Cc2ccccc2)C1;INN, BAN, JAN;DIAZOLINE;524-81-2;;338.024485;-4.72;C19H21N2;7.47;0.84;193.67;2.681678;-4.245998;0.15;-4.9;0;0.02;4.754335;290.963408;277.170474;Mebhydrolin;Farmakol Toxsikol 20(6):46 (1957);;;C[N+]1CCc2c(C1)c1ccccc1n2Cc1ccccc1;synthetic;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
MEFLOQUINE;antimalarial;3.37;378.116681;4   7  13  21;NaN;OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1;USAN, INN, BAN;LARIAM;53230-10-7;(3,10-di(trifluoro-methyl)-2-aza-bicyclo[4.4.0]deca-1(10),2,4,6,8-pentaen-5-yl)-(piperidin-2-yl)-methanol;352.366511;-4.95;C17H17F6N2O;62.66;0.61;156.15;3.829677;-5.211616;0.22;-5.01;0.02;0.09;37.057378;312.539291;379.124507;Mefloquine;Br Med J 315:1412 (1997);chloride;[Cl-];C1CC[N+]C(C1)C(c1cc(C(F)(F)F)nc2c(cccc12)C(F)(F)F)O;"synthetic; Ro-21-5998; WR-142490";0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
MEGESTROL ACETATE;progestogen, antineoplastic;4.68;384.23006;7   9  18  20;64.66933097;CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C;USP, INN, BAN;MEGACE;595-33-5, 3562-63-8 [megestrol];;428.292584;-4.59;C24H32O4;6.66;0.11;90.46;3.661756;-4.22997;0.23;-4.73;0.03;0.02;47.359251;489.922984;384.23006;CHEMBL3039365;"Steroids 11:133 (1968); 12:517, 689 (1968); N Engl J Med 331:347 (1994)";;;CC1=CC2C(CCC3(C)C2CC[C@@]3(C(C)=O)OC(C)=O)C2(C)CCC(C=C12)=O;"semisynthetic; BDH-1298, SC-10363, 5071";0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MELPHALAN;antineoplastic, alkylating agent;2.99;304.074534;7   9  16  17;NaN;[NH3+]C(Cc1ccc([NH+](CCCl)CCCl)cc1)C(=O)[O-];USP, INN, BAN, JAN;ALKERAN;148-82-3;;311.894111;-5.29;C13H19Cl2N2O2;2.47;0.26;425.9;1.747621;-4.017939;0.06;-4.91;0.01;0.09;52.678824;262.003739;305.082358;Melphalan;"Biochem Pharmacol 13:969 (1964); J Pharm Pharmacol 18:760 (1966)";;;C(c1ccc(cc1)[N+](CC[Cl])CC[Cl])[C@@H](C([O-])=O)[N+];synthetic;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
MEMANTINE;muscle relaxant (skeletal);2.54;179.167399;3   4  10  12;NaN;CC12CC3CC(C)(C1)CC([NH3+])(C3)C2;USAN;NAMENDA;19982-08-2;;207.253124;-5.02;C12H22N;0.83;0;175.73;3.57349;-4.31324;0.03;-4.7;0;0;20.014456;232.748543;180.175225;Memantine;;chloride;[Cl-];CC12CC3CC(C)(C1)CC(C3)(C2)[N+];synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
METAXALONE;muscle relaxant (skeletal);3.54;221.105194;9  13  14  18;NaN;Cc1cc(C)cc(OCC2CNC(=O)O2)c1;USAN, INN, BAN;SKELAXON;1665-48-1;5-((3,5-dimethyl-phenoxy)-methyl)-oxazolidin-2-one;262.153145;-4.8;C12H15NO3;6.06;0.11;308.64;1.87852;-2.711657;0.06;-4.72;0.02;0.01;41.354598;226.346021;221.105193;Metaxalone;;;;Cc1cc(C)cc(c1)OCC1CNC(=O)O1;synthetic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
METHOCARBAMOL;muscle relaxant (skeletal);2.57;241.095024;11  13  18  20;NaN;COc1ccccc1OCC(O)COC(N)=O;USP, INN, BAN, JAN;ROBAXIN;532-03-6;amino-(2-hydroxy-3-(2-methoxy-phenoxy)-propoxy)-methanone;262.293021;-4.99;C11H15NO5;1.19;0.15;529.41;0.554272;-1.424583;0;-4.45;0.04;0.03;73.94159;226.527949;241.095023;Methocarbamol;Anal Profiles Drug SubsExcip 23:371 (1994);;;COc1ccccc1OCC(COC(N)=O)O;synthetic;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
METHOXSALEN;antipsoriatic, pigmentation agent;3.42;216.04226;4   7  11  20;NaN;COc1c2occc2cc2ccc(=O)oc12;USP, BAN, JAN;OXSORALENE;298-81-7;;216.403311;-4.83;C12H8O4;1.38;0;88.89;2.17883;-3.355603;0.28;-4.66;0.01;0.01;36.480328;217.129861;216.042259;Methoxsalen;"Annu Rev Pharmacol Toxicol 20:235 (1980); Clin Pharmacol Therap  71:153 (2002)";;;COc1c2c(C=CC(=O)O2)cc2ccoc12;Amni visnaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
METHSUXIMIDE;anticonvulsant;3.14;203.094629;7   9  14  15;NaN;CN1C(=O)CC(C)(c2ccccc2)C1=O;USP, INN, BAN;CELONTIN;77-41-8;1,3-dimethyl-3-phenyl-pyrrolidine-2,5-dione;233.18911;-4.38;C12H13NO2;2.33;0;279.52;1.118725;-1.890873;0;-4.85;0;0;29.806287;224.915852;203.094629;Methsuximide;;;;CC1(CC(N(C)C1=O)=O)c1ccccc1;synthetic;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
METHYLPHENIDATE;CNS stimulant;1.95;233.141579;7  19  20  21;NaN;COC(=O)C(c1ccccc1)C1CCCC[NH2+]1;USP, INN, BAN, JAN;RITALIN;298-59-9, 113-45-1(base);methyl 2-phenyl-2-(piperidin-2-yl)-ethanoate;301.209052;-4.87;C14H20NO2;2.61;0.27;122.65;1.488732;-2.177013;0.01;-4.44;0.01;0;33.445307;237.185195;234.149404;Methylphenidate;"Helv Chim Acta 27:1748 (1944); J Pharmacol Exp Therap 131:115 (1961)";chloride;[Cl-];COC(C(C1CCCC[N+]1)c1ccccc1)=O;synthetic;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
METHYSERGIDE MALEATE;vasoconstrictor, antimigraine;2.22;353.210327;4   7  10  18;NaN;CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2[NH+](C)C1;USP;SANSERT;129-49-7;;412.539762;-4.73;C21H28N3O2;2.39;0.46;85.26;0.806669;-4.276691;0.35;-5.13;0.01;0;47.263501;392.872663;354.218152;Methysergide;;maleate;C(=CC(O)=O)C(O)=O;CC[C@@H](CO)NC([C@H]1C[N+](C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34)=O;semisynthetic;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
METICRANE;diuretic, antihypertensive;2.22;275.028603;8  11  16  20;NaN;Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2;INN, JAN;;1084-65-7;;256.349843;-5.63;C10H13NO4S2;8.79;0;364.62;0.799123;-3.267586;0.09;-6.22;0;0.01;79.287816;229.047135;275.028599;Meticrane;;;;Cc1cc2CCCS(c2cc1S(N)(=O)=O)(=O)=O;"synthetic; SD-17102";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
METITEPINE MALEATE;5HT1&2 receptor antagonist;3.59;356.138092;1   6  16  19;NaN;CSc1ccc2c(c1)C(N1CC[NH+](C)CC1)Cc1ccccc1S2;INN;;20229-30-5;;400.816574;-4.74;C20H25N2S2;19.2;0.85;186.96;4.600944;-4.152962;0.16;-5.18;0.01;0.01;6.253828;359.445055;357.145915;Metitepine;"Naunyn Schmiedebergs Arch Pharmacol 274:192 (1972); Pharmacol Biochem Behav 23:43 (1985)";maleate;C(=CC(O)=O)C(O)=O;C[N+]1CCN(CC1)C1Cc2ccccc2Sc2ccc(cc12)SC;synthetic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
